Columbia	2	7/17/1929	New York, New York	W148819	1908-D	Sweetness / Campus Boys ; Ted Wallace
Columbia	3	7/9/1929	New York, New York	W148738	1902-D	Do I know what I'm doing? / The Mystery Girl
Victor	3	9/18/1916	Camden, New Jersey	C-18152	55079	Faust. Even bravest heart [Faust. Avant de quitter ces lieux] / Reinald Werrenrath
Victor	2	1/29/1913	Camden, New Jersey	B-12857	17290	Summertime / Reinald Werrenrath
Columbia	1	3/31/1918		84011	E3839	Noch der havdoleh / Yiddisher Orchester
Victor	1	7/26/1916	Camden, New Jersey	C-18151	55079	The Bohemian girl. The heart bow'd down [Bohemian girl. Heart bow'd down] / Reinald Werrenrath
Atlanta	[1]	12/31/1917		66093	105	Danza mora oriental / Belle Zulima
Victor	1	1/19/1940	New York, New York. Studio 2	BS-046473	26486	Chanson triste [Pʹesy sredneĭ trudnosti. Grustnai︠a︡ pesenka; arranged] / Victor Salon Orchestra
Victor	2	1/19/1940	New York, New York. Studio 2	BS-046471	26487	Romance [Romances, piano, op. 5, F minor; arranged] / Nathaniel Shilkret ; Victor Salon Orchestra
Columbia	2	2/19/1929	New York, New York	W147968	1743-D	Wedding bells (Are breaking up that old gang of mine) / Goodrich Silvertown Quartet
Columbia	1	6/20/1929	New York, New York	W148741	1912-D	America (My country 'tis of thee) / Columbia Band
Columbia	1	7/12/1929	New York, New York	W148810	1909-D	Through (How can you say we're through) / Ed Lowry
Columbia	1	6/7/1929	New York, New York	W148672	1905-D	Why bring that up? [Motion picture]. Do I know what I'm doing / Ethel Waters
Columbia	3	7/5/1929	New York, New York	W148788	1900-D	On with the show [Motion picture]. Am I blue? / Ben Selvin and his Orchestra
Columbia	2	1/31/1917	New York, New York	44949	E3609	Politakia galata / Kyria Koula
Columbia	1	6/30/1928		W109218	5158-F	Sie sind Gelanded von dort bis hier / Arthur Hall
Columbia	1	12/31/1936		CO18888	5334-F	Fröhliche Bergler / Wild's Swiss Boys
Columbia	1	12/31/1936		CO19229	5338-F	Der Fledermaus. Du und Du / Eduardo Stubbs du Perron Viennese Orchestra
Columbia	1	12/31/1950		CO43903	5359-F	Mañana / Delia Doris ; Willi Stanke Tanzorchester
Columbia	1	12/31/1951		CO45626	5363-F	In Grinzing gibt'sa Himmelstrass'n / Kemmeter-Faltl Schrammel-Orchestra ; Erich Kunz
Columbia	1	12/31/1951		CO45628	5364-F	Wenn der Franzl / Kemmeter-Faltl Schrammel-Orchestra ; Erich Kunz
Columbia	1	12/31/1949		CO40994	33511-F	The green bushes / Sydney MacEwan
Columbia	1	12/31/1923		88082	5050-F	Verlassen bin I! / K. Sarnow
Columbia	2	10/31/1927		W108374	5143-F	Was macht der Maier am Himalaya? / Manhattan Quartet
Columbia	1	5/30/1928		W109357	33259-F	Little Annie Rooney / James Egan
Columbia	2	12/31/1926		W95433	2570-X	Las mananitas / Quinteto Típico Mexicano
Columbia	2	7/31/1926		W95309	2535-X	Si estás durmiendo / Jorge Del Moral ; Aurora Patiño
Columbia	2	7/31/1926		W95313	2533-X	María ay María / Rafael Gómez ; Roberto Guzman
Columbia	2	12/1/1926		W95391	2532-X	Tesorito / Rondalla Usandizaga
Columbia	2	12/31/1926		W95371	2510-X	Besos y cerezas / Banda Columbia
Columbia	2	12/31/1927		W95193	2441-X	Kundiman / José Mossesgeld Santiago
Columbia	2	2/28/1926		W95137	2428-X	De mi tierra / Rondalla Española "Rey"
Columbia	3	12/31/1926		W95128	2417-X	Hijo mio / Pilar Arcos
Columbia	2	5/27/1926		W95121	2409-X	Oh Emily! : Trinidad carnival. / Sam Manning Orchestra
Columbia	2	7/31/1924		105064	2097-X	Aurelio Pompa / Trío Luna
Columbia	1	12/31/1942		CO33020	15116-F	Mariucia bella / John Brugnoli ; John Brugnoli (Scudelen) Orchestra
Columbia	1	12/31/1942		CO33018	15116-F	Zingarella / John Brugnoli ; John Brugnoli (Scudelen) Orchestra
Columbia (U.K.)	1	9/19/1935		CB7078	15112-F	Una sola volta [Una volta sola] / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	9/16/1935		CB7061	15112-F	Tango d'autunno / Carlo Buti ; Orchestra Ferruzzi
Columbia	1	12/31/1925		W106175	15110-F	Paese mio / Alfredo Bascetta
Columbia	2	12/31/1925		W106174	15110-F	Femmena napulitana / Alfredo Bascetta
Columbia (U.K.)	1	9/27/1934		CB6321	15108-F	Partire / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	9/27/1934		CB6320	15108-F	Serenata di maggio / Carlo Buti ; Orchestra Ferruzzi
Columbia	1	12/31/1941		CO31931	15105-F	Labbra di velluto / Giuseppe Masiello ; Orchestra Italiana Columbia
Columbia	1	12/31/1941		CO31930	15105-F	Notturno a Maria / Giuseppe Masiello ; Orchestra Italiana Columbia
Columbia (U.K.)	1	6/15/1936		CB7680	15104-F	Vola, vola core de mamma / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	6/13/1936		CB7676	15104-F	Serenata berzaieresca / Carlo Buti ; Orchestra Ferruzzi
Columbia	1	12/31/1941		CO31933	15102-F	L'ultimo appuntamento / Giuseppe Masiello ; Orchestra Italiana Columbia
Columbia	1	12/31/1941		CO31932	15102-F	Purtatele 'sti rrose / Giuseppe Masiello ; Orchestra Italiana Columbia
Columbia (U.K.)	1	6/2/1936		CB7639	15099-F	Strofette del Giorno / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	6/2/1936		CB7638	15099-F	Rose e canzone / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	6/10/1936		CB7664	15097-F	A tu per tu cor core / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	6/10/1936		CB7662	15097-F	Quanno e' Domenica / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	3/10/1934		CB6340	15084-F	Allegro ritornello / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	9/23/1935		CB7090	15073-F	V'aspetto signora / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	9/23/1935		CB7089	15073-F	Chitarra sola / Carlo Buti ; Orchestra Ferruzzi
Columbia	1	12/31/1941		CO29609	15071-F	Venezia, la luna...e tu! / Enzo De Muro Lomanto
Columbia	1	12/31/1941		CO29608	15071-F	La mia canzone al vento / Enzo De Muro Lomanto
Columbia (U.K.)	1	12/9/1938		CB9076	15069-F	Chitarra mia! / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	9/7/1938		CB8894	15069-F	Fiorentina / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	10/4/1934		CB6354	15067-F	Fanciulla bruna / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	10/4/1934		CB6353	15067-F	Ultimo tango / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	3/15/1937		CB8124	15065-F	Bimba perche non torni / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	3/11/1937		CB8113	15065-F	Malinconico / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	11/6/1939		CB9602	15060-F	Anna Maria / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	10/23/1939		CB9584	15060-F	Maria / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	2/13/1940		CB9730	15059-F	Popolanella mia / Carlo Buti ; Orchestra Ferruzzi
Columbia (U.K.)	1	2/13/1940		CB9728	15059-F	Campana dell'addio / Carlo Buti ; Orchestra Ferruzzi
Victor	1	2/17/1937	Charlotte, North Carolina	BS-07123	B-6869	Never alone / Arthur Smith Trio
Columbia (U.K.)	1	6/11/1948		CL8559	4012-F	Les amants de Paris / Edith Piaf
Columbia (U.K.)	1	6/11/1948		CL8560	4012-F	Monsieur Lenoble : T'as pas profité de ta chance. / Edith Piaf
Columbia (U.K.)	1	1/4/1947		CL8288	4013-F	Un refrain courait dans la rue / Edith Piaf
Columbia (U.K.)	2	7/21/1948		CL8564	4013-F	Il pleut / Edith Piaf
Columbia (U.K.)	1	4/23/1946		CL8150	4014-F	C'est merveilleux / Edith Piaf
Columbia (U.K.)	1	1/4/1947		CL8287	4014-F	La vie en rose / Edith Piaf
Columbia (U.K.)	1	4/23/1946		CL8148	4015-F	Étoile sans lumière [Motion picture]. Adieu mon coeur / Guy Luypaerts ; Edith Piaf
Columbia (U.K.)	1	4/23/1946		CL8149	4015-F	Étoile sans lumière [Motion picture]. Le chant du pirate / Guy Luypaerts ; Edith Piaf
Columbia	1	5/5/1916	New York, New York	46752	46752	I puritani. Vieni fra questa braccia [Puritani. Vieni fra queste braccia] / Hipólito Lázaro
Columbia	1	10/29/1919		76674	F1019	Baby Bunting. At the ball / Walter Catlett ; Jacques Greebe ; Shaftesbury Theatre Orchestra
Columbia	1	10/29/1919		76675	F1019	Baby Bunting. Listen, baby / Walter Catlett ; Jacques Greebe ; Shaftesbury Theatre Orchestra
Columbia	[2]	5/1/1920		74054	F1046	Irene. To love you / Edith Day ; Robert Michaelis
Columbia	[1]	5/5/1920		74071	F1046	Irene. Sky rocket / Edith Day
Columbia	1	12/31/1907		5697	5697	Overture "Pique dame" / Banda Española
Columbia	1	12/31/1908		5700	5700	Royal Italian march / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5703	5703	Morning, noon and night in Vienna (Overture) / Banda Española ; Charles Adams Prince
Columbia	2	12/31/1907		5697	5697	Overture "Pique dame" / Banda Española
Columbia	1	12/31/1907		5698	5698	Stradella overture / Banda Española
Columbia	1	12/31/1917		75929	75929	Land of hope and glory / Clara Butt
Columbia	1	12/31/1915		6557	74000	Don Carlo. O don fatale [Don Carlos. O don fatal] / Clara Butt
Columbia	1	3/31/1906	New York, New York	3358	3358	Villanelle : Shepherd's song. / Ruth Vincent
Columbia	1	12/31/1905	New York, New York	3141	3141	Pagliacci. Si puo? si puo? [Pagliacci. Prologo] / Taurino Parvis
Columbia	1	12/31/1908	Milan, Italy [unconfirmed]	10568	10568	Lucia di Lammermoor. Fra poco a me ricovero [Lucia di Lammermoor. Fra poco a me ricovero] / Roméo Berti
Columbia	1	12/31/1908		10573	10573	Carmen. Romanza del flore [Carmen. Fleur que tu m'avais jetée] / Roméo Berti
Columbia	1	12/31/1908	Milan, Italy [unconfirmed]	10563	10563	La bohème. Che gelida manina [Bohème. Che gelida manina; arranged] / Roméo Berti
Columbia	1	12/31/1908		10621	10621	Carmen. Toreador [Carmen. Chanson du toréador] / Luigi Baldassare ; Teatro alla Scala Coro
Columbia	2	3/31/1919		76402	7204	Manon. Chiudo gli occhi [Manon. En fermant les yeux je vois] / Tom Burke
Columbia	1	4/8/1919		76405	7201	Rigoletto. La donna e mobile [Rigoletto. Donna è mobile] / Tom Burke
Columbia	1	12/31/1918		76025	7174	A hymn for aviators / Clara Butt ; Harold Craxton
Columbia	2	12/31/1917		76026	7169	Daddy / Clara Butt ; Harold Craxton
Columbia	3	7/2/1925		6690	7125	The keys of heaven / Clara Butt ; Kennerley Rumford
Columbia	2	12/31/1917		75311	7143	The palms / Band of the Grenadier Guards [U.K] ; Clara Butt ; Lt. A. Williams
Columbia	Unknown	12/31/1916		6768	7135	O divine redeemer / Clara Butt ; Henry J. Wood
Columbia	3	12/31/1916		6890	7134	Time's garden / Clara Butt ; W. H. Squire
Columbia	3	12/31/1915		6542	7303	The promise of life / Clara Butt
Columbia	3	4/25/1933		76955	7300	Friendship / Clara Butt ; Albert W. Ketelbey ; Kennerley Rumford
Columbia	1	12/31/1908		5719	5719	Mignon overture / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5711	5711	Overture "Magic flute" [Zauberflöte. Ouverture] / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5710	5710	Selection from "Traviata" / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5708	5708	Selection from Madame Butterfly [Madama Butterfly. Selections; arranged] / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5706	5706	Selection "Tosca" / Banda Española
Columbia	1	12/31/1908		5723	5723	Overture "Barber of Seville" / Banda Española ; Charles Adams Prince
Columbia	1	12/31/1908		5726	5726	Xerxes. Largo [Serse. Ombra mai fù] / Banda Española ; Charles Adams Prince
Columbia	00	5/28/1925		76330	7312	A perfect day / Clara Butt ; Grace Torrens
Columbia	00	12/31/1925		6890	7310	Time's garden / Clara Butt ; W. H. Squire
Victor	1	9/29/1936	New York, New York. Studio 3	BS-0912	V-16358	Fire polka / Orkiestra Srebrne Dzwony ; Bernie Witkowski
Victor	2	12/15/1925	Camden, New Jersey	BVE-34207	V-128	Jodler Ländler / Gebrüder Moser
Victor	1	10/23/1929	New York, New York. Liederkranz Hall	BVE-56798	V-21018	W mojim chorodi / Barna-Potochak Village Orchestra
Victor	1	5/5/1930	New York, New York. 46th St. Studio	BVE-62137	V-21039	Oi ne hodi gritziu / Maria Grebenetzka ; Wasyl Gula ; Trembita Orchestra
Victor	2	10/7/1929	Camden, New Jersey	BVE-55965	V-22033	Trimaj cigáň, Čast 2 (Part 2) : Sketch from life. / Michael Tokarick a jeho Slovenska Muzika
Victor	1	9/29/1936	New York, New York. Studio 3	BS-0913	V-16358	Polka na ferze / Orkiestra Srebrne Dzwony ; Bernie Witkowski
Victor	2	12/15/1925	Camden, New Jersey	BVE-34209	V-128	Sehnsucht nach den Bergen / Gebrüder Moser
Victor	2	10/23/1929	New York, New York. Liederkranz Hall	BVE-57502	V-21018	Moja pshenycia ne schodyt / Barna-Potochak Village Orchestra
Victor	1	5/5/1930	New York, New York. 46th St. Studio	BVE-62136	V-21039	De grim za horami / Maria Grebenetzka ; Wasyl Gula ; Trembita Orchestra
Victor	2	10/7/1929	Camden, New Jersey	BVE-55964	V-22033	Trimaj cigáň, Čast 1 (Part 1) : Sketch from life. / Michael Tokarick a jeho Slovenska Muzika
Columbia	2	3/31/1917	New York, New York	58128	E3406	Gebencht is America / Rose Rubin ; William  Ziegenlaub
Victor	1	3/20/1930	New York, New York. 28 West 44th St.	BVE-59643	V-38125	Fussy Mabel / Jelly Roll Morton ; Red Hot Peppers
Victor	2	4/10/1930	New York, New York. Liederkranz Hall	BVE-59748	V-38134	Boogie woogie / King Oliver Orchestra
Victor	2	3/18/1930	New York, New York. 46th St. Studio	BVE-59526	V-38137	Rhythm Club stomp / King Oliver Orchestra
Victor	3	5/14/1929	New York, New York	BVE-53615	V-38057	Mean to me / Napoleon's Emperors
Victor	3	5/16/1930	New York, New York. 24th St. Studio	BVE-62232	V-38138	I lost my gal from Memphis / Mileage Makers ; Bubber Miley
Brunswick	B	10/21/1938	Los Angeles, California	LA1741	6009-X	El serrucho / Los Carlistas
Favorite	[1]	5/31/1905	Europe [city unknown]	927-f	E6105	Mahour charki / Male vocalist (unidentified; Berliner Records)
Columbia	1	6/14/1929	New York, New York	W148590	1907-D	Just you, just me / Cliff Edwards
Columbia	2	3/31/1921	New York, New York	87201	E7144	Selská svadba / Psotova Čechoslovenská Kapela
Columbia	2	3/31/1921	New York, New York	87202	E7144	V biografu / Psotova Čechoslovenská Kapela
Parlophon	Unknown	12/31/1927		W2-20000	G-59064-F	Dear old Munich / Edith Lorand Orchester ; Edith Lorand
Odeon	Unknown	12/31/1930		G01819	G-56333-F	O Nonos (O Νονος) / Petros Kyriakos (Πέτρος Κυριακος)
Parlophon	Unknown	12/31/1927		W2-20384	G-55247-F	Am Meer [Schwanengesang (Song cycle). Am Meer] / Willy Fassbaender
Parlophon	Unknown	12/31/1928		W2-20641	G-55244-F	Hoch Habsburg / Grosses Odeon Streichorchester
Parlophon	2	12/31/1928		W2-20603	G-55240-F	Vom Rhein zur Donau / Odeon-Streich-Orchester
Columbia	Unknown	12/31/1929		W294189	G-55223-F	Marsch des anhaltischen Infanterie Regiment No. 93 / Beka Blas Orchester
Odeon	Unknown	4/30/1927		WxxB7627	G-55205-F	Der Zarewitsch. Wilst du? / Deutsches Künstler Theater Berlin Orchester ; Ernst Hauke ; Richard Tauber
Columbia	Unknown	12/31/1929		W294077	G-55191-F	Karnevals Marsch / Saxophon-Orchester Dobbri
Parlophon	Unknown	12/31/1926		W2-8875	G-59064-F	Merry Wienna / Edith Lorand Orchester ; Edith Lorand
Odeon	Unknown	12/31/1930		Go1832	G-56333-F	Gampitsa (Γαμπίτσα) / Kōstas Kontopoylos (Κωστασ Κοντοπουλος)
Parlophon	Unknown	12/31/1927		W2-20385	G-55247-F	Die Uhr [Gesänge, op. 123. Uhr] / Willy Fassbaender
Parlophon	Unknown	12/31/1928		W2-20642	G-55244-F	Aller ehren ist Öesterreich voll / Grosses Odeon Streichorchester
Parlophon	[1]	12/31/1928		W2-20604	G-55240-F	Vom Rhein zur Donau / Odeon-Streich-Orchester
Columbia	Unknown	12/31/1929		W294190	G-55223-F	Sportkägler / Grosses Militär Orchester
Odeon	Unknown	4/30/1927		WxxB7628	G-55205-F	Der Zarewitsch. Wolgalied / Deutsches Künstler Theater Berlin Orchester ; Ernst Hauke ; Richard Tauber
Columbia	Unknown	12/31/1929		W294078	G-55191-F	Es war einmal ein treuer Husar / Saxophon-Orchester Dobbri
Victor	1	1/4/1929	New York, New York. Liederkranz Hall	CVE-49042	9300	Zabyetah al-ounsee, Part 1. / Mafakie Al-sheich Dahood [i.e., Margaret David]
Gramophone	[1]	6/30/1910		179z	6488	Ya Salma / Cheikh Youssef El Manialawi
Victor	2	1/4/1929	New York, New York. Liederkranz Hall	CVE-49043	9300	Zabyetah al-ounsee, Part 2. / Mafakie Al-sheich Dahood [i.e., Margaret David]
Gramophone	[1]	6/30/1910		180z	6488	Hamiloul hawa taaebou / Cheikh Youssef El Manialawi
Columbia	3	9/23/1926		W205378	59033-F	Die Hydropaten (Walzer) / Columbia Konzert Orchestra ; Anton Weiss
Columbia	1	9/23/1926		W205392	59033-F	Lustige Brüder (Waltz) / Columbia Konzert Orchestra ; Anton Weiss
Columbia	1	9/30/1907	New York, New York	3703	3703	Amojze in gewaschen / Pepi Littmann
Columbia	1	12/31/1915		35856	2632	Now's the time : We'll have a jubilee / Beatrice Lillie ; Lee White
Columbia	1	3/5/1918		77713	2909	At the cotton pickers' ball / Marimbaphone Band
Columbia	Unknown	12/31/1915		29427	2549	79th's farewell to Gibraltar / Harry Lauder Pipe Band
Gramophone	1	11/7/1927		BD4898	V-12031	La canzone d'Italia / Daniele Serra
Columbia	Unknown	12/31/1915		68935	G 7798	Faust : Garden scene / Manuello [Boris Lensky]
Victor	6	1/12/1927	Camden, New Jersey	BVE-36578	B-2736	Duluth valsen / Iver Peterson
Columbia	3	3/30/1920		79089	2987	Oh by jingo! / Frank Crumit
Columbia	6	7/20/1922		80463	3206	Hot lips / Ted Lewis and his Band
Columbia	3	12/31/1922		71622	G 7760	That's how I believe in you / Eric Randolph
Columbia	Unknown	12/31/1921		71201	G 7628	Whispering : Fox trot / Regal Dance Orchestra [U.K.]
Odeon	[3]	5/10/1928		E2477	203	Cueca / Agustín Barrios Mangoré
Odeon	3	11/30/1929		£xxB8410	G-55229-F	Das Land des Lächelns. Von Apfelblüten einen Kranz / Franz Lehár ; Richard Tauber
Victor	Unknown	1/31/1900		4718R	63832	Der badchen / Reissmann
Columbia	1	3/31/1932		W370242	4567-X	Quimera de amor / Roberto Maida ; Orquesta Castellano
Victor	1	12/2/1947		D7FB-2145	25-5084	Tsatzki kozatzki / Kosher-Jammers
Columbia	Unknown	12/31/1915		35816	G 7276	Pedigrees / Harry Weldon
Columbia	Unknown	12/31/1915		35791	G 7207	Four songs of the fair : The ballad monger / Thorpe Bates
Columbia	Unknown	12/31/1916		35927	G 7226	The cinema star : Selection, part 1. Money ; In the night ; Love's dream / Regt. Band of H. M. Scots Guards ; Frederick. W. Wood
Columbia	Unknown	12/31/1921		71199	G 7627	Sybil : Selection, part 1. Colonel of the Crimson Hussars ; Lift your eyes to mine ; I like the boys ; Politeness pays ; The letter song / King’s Military Band
Columbia	1	12/31/1906		35887	G 7217	Private Michael Cassidy : Part 2 / Jack Norworth
Columbia	Unknown	12/31/1922		73065	G 8024	Bonnie Glenfare ; The Laird of Bemersyde (Earl Haig) ; The Thrums cairn : Reel / J. Scott Skinner
Columbia	Unknown	04/27/1923		73404	G 7956	Tomorrow : Fox trot / Harry Wood and his Dance Band
Columbia	2	1/17/1928	New York, New York	W145543	D1635	Jesu, joy of man's desiring : Chorale from cantata no. 147. [Herz und Mund und Tat und Leben, BWV 147; arranged] / Dame Myra Hess
Columbia	Unknown	12/31/1908	Milan, Italy [unconfirmed]	10547	D4050	Asso di fiori polka / Banda
Columbia	1	12/31/1908		12857	D2287	Alpinia bayrisch Polka / Bauern-Kapelle Lechner
Columbia (U.K.)	Unknown	5/31/1928		WZ22	D2262	Baernerland, b'huet Gott! / Jodel-Doppelquartett Edelweiss, Bern
Columbia	Unknown	12/31/1923		73121	G 7900	Darkie dances / W. V. Robinson
Columbia	2	12/31/1907		26125	26125	In the twi-twi-twilight / Will Terry
Columbia	Unknown	12/31/1915		35855	2632	Now's the time : Now's the time / Beatrice Lillie
Columbia	Unknown	9/20/1917	New York, New York	77353	2909	That's it / Jazarimba Orchestra
Columbia	Unknown	12/31/1915		29425	2549	The Athole Highlanders' march to Lock Katherine / Harry Lauder Pipe Band
Gramophone	1	2/29/1928		BF1554	V-12031	Notti Argentine / Daniele Serra
Columbia	Unknown	12/31/1915		68934	G 7798	Viennese waltz song / Manuello [Boris Lensky]
Victor	6	1/12/1927	Camden, New Jersey	BVE-36580	B-2736	Niagara Falls / Iver Peterson
Columbia	4	11/26/1919		78831	2987	You're a million miles from nowhere (When you're one little mile from home) / Fred Hughes
Columbia	Unknown	11/28/1921	New York, New York	80082	3206	The perfect fool. She loves me, she loves me not / Columbians Dance Orchestra De Luxe
Columbia	Unknown	12/31/1922		71651	G 7760	In my heart, on my mind, all day long / Eric Randolph
Columbia	2	12/31/1921		71202	G 7628	Omaha / Regal Dance Orchestra [U.K.]
Odeon	[1]	4/17/1928		E2474	203	Danza paraguaya / Agustín Barrios Mangoré
Odeon	2	12/31/1928		£xxB8409	G-55229-F	Das Land des Lächelns. Wer hat die Liebe uns in's Herz gesenkt / Franz Lehár ; Vera Schwarz ; Richard Tauber
